Employee Identifier,Job,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
35945,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,862.59,4646.84,15822.34
17705,Police Officer,107776.16,5827.17,11456.58,125059.91,20014.54,13890.29,2047.81,35952.64,161012.55
53029,Police Officer,73267.89,10709.84,6996.36,90974.09,13658.17,11318.01,1485.27,26461.45,117435.54
25895,Police Officer,66156.2,175.87,673.52,67005.59,11896.11,10739.25,4352.97,26988.33,93993.92
21052,Police Officer,85005.69,6850.27,9314.38,101170.34,15804.48,13825.98,1695.95,31326.41,132496.75
20310,Police Officer,60295.3,570,249.45,61114.75,10803.27,9774.65,4239.07,24816.99,85931.74
8474,Police Officer,54035.3,0,0,54035.3,9637.69,8745.74,4161.54,22544.97,76580.27
9633,Police Officer,118780.97,21811,20034.04,160626.01,20886.1,13890.28,2695.65,37472.03,198098.04
53625,Police Officer,31877.6,0,0,31877.6,5728.47,5196,2442.27,13366.74,45244.34
29072,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,864.19,4648.44,15823.94
30574,Police Officer,27650,4405.19,1702.04,33757.23,5186.72,3601.19,565.96,9353.87,43111.1
8877,Police Officer,88115.59,12962.86,5917.93,106996.38,16389.53,13890.29,1791.67,32071.49,139067.87
56080,Police Officer,75945.33,2864.91,2644.22,81454.46,13717.25,12346.92,4601.55,30665.72,112120.18
7135,Police Officer,85336.94,1400.01,4920.96,91657.91,15689.29,13890.29,2669.15,32248.73,123906.64
36693,Police Officer,85329.04,6310.26,2891.07,94530.37,15564.7,13890.29,3851.12,33306.11,127836.48
6,Police Officer,85329.07,5516.53,4167.11,95012.71,15772.42,13890.28,1969.99,31632.69,126645.4
29678,Police Officer,118603.44,29131.71,7012.98,154748.13,20857.39,13870.99,2636.45,37364.83,192112.96
43318,Police Officer,44326,0,0,44326,7878.6,7150.93,3414.02,18443.55,62769.55
17039,Police Officer,110832.04,19816.75,7847.8,138496.59,20572.25,13890.3,2315.65,36778.2,175274.79
16368,Police Officer,79556.36,24474.38,8532.89,112563.63,14816.05,12346.92,1889.03,29052,141615.63
48654,Police Officer,86749.11,18431.54,7957.15,113137.8,16137.74,13890.28,1885.04,31913.06,145050.86
47128,Police Officer,85529.05,16014.94,4990.61,106534.6,15903.59,13890.28,1783.89,31577.76,138112.36
12244,Police Officer,89899.34,21504.49,8681.64,120085.47,16720.4,13890.28,2012.3,32622.98,152708.45
50529,Police Officer,79556.35,27154.11,4779.57,111490.03,14816.05,12346.92,1870.93,29033.9,140523.93
48710,Police Officer,85336.92,7748.63,6820.17,99905.72,15772.35,13890.29,2054.61,31717.25,131622.97
14268,Police Officer,118780.88,2229.19,4377.9,125387.97,20886.1,13890.29,2023.12,36799.51,162187.48
47554,Police Officer,85336.95,9951.45,7710.56,102998.96,15760.88,13890.29,2104.61,31755.78,134754.74
3022,Police Officer,85336.96,8970.93,6605.89,100913.78,15826.02,13890.3,1640.79,31357.11,132270.89
38129,Police Officer,96560.96,19407.82,19439.16,135407.94,17023.7,11318.01,2270.48,30612.19,166020.13
43276,Police Officer,118770.08,41620.11,10309.85,170700.04,20886.36,13890.29,2865.15,37641.8,208341.84
26176,Police Officer,85336.92,4383.89,3212.58,92933.39,15564.65,13890.29,3824.42,33279.36,126212.75
13114,Police Officer,114413.1,2262.6,3321.53,119997.23,20111.78,13375.83,1984.14,35471.75,155468.98
5263,Police Officer,44326,0,0,44326,7878.6,7150.93,3440.4,18469.93,62795.93
18116,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,862.59,4646.84,15822.34
10216,Police Officer,75945.32,3619.5,2993.45,82558.27,13717.24,12346.92,4416.71,30480.87,113039.14
4694,Police Officer,85536.91,6039.88,11254.97,102831.76,15903.53,13890.29,1723.95,31517.77,134349.53
32488,Police Officer,97349.83,0,5435.7,102785.53,17080.72,11362.51,1630.9,30074.13,132859.66
45961,Police Officer,85329.07,16928.14,7472.69,109729.9,15878.9,13890.28,1840.22,31609.4,141339.3
1518,Police Officer,118770.06,1713.84,3552.69,124036.59,20886.36,13890.28,1476.65,36253.29,160289.88
55519,Police Officer,17428,5146.85,474.72,23049.57,3159.84,2057.82,61.69,5279.35,28328.92
40944,Police Officer,118780.94,34413.76,9184.86,162379.56,20886.1,13890.29,2712.31,37488.7,199868.26
4505,Police Officer,85329.08,7646.69,3519.25,96495.02,15689.36,13890.29,2742.84,32322.49,128817.51
970,Police Officer,60295.31,89.8,608.67,60993.78,10803.28,9774.65,4270.29,24848.22,85842
41766,Police Officer,110465.09,20158.44,6334.89,136958.42,20505.74,13890.3,2299.19,36695.23,173653.65
15504,Police Officer,60295.3,380.42,84.81,60760.53,10803.27,9774.65,4082.55,24660.47,85421
39444,Police Officer,118770.09,9862.99,11433.83,140066.91,20886.36,13890.28,2346.09,37122.73,177189.64
17171,Police Officer,85556.94,9052.9,8961.64,103571.48,15907.19,13890.28,1736.42,31533.89,135105.37
24550,Police Officer,0,0,70,70,13.03,25.15,1.18,39.36,109.36
16202,Police Officer,110849.07,47846.34,11781.79,170477.2,20577.21,13890.29,2857.19,37324.69,207801.89
36833,Police Officer,89490.66,14629.69,9311.27,113431.62,16645.38,13890.3,1829.12,32364.8,145796.42
6860,Police Officer,44645.3,0,0,44645.3,7935.28,7202.37,3444.38,18582.03,63227.33
27201,Police Officer,66555.31,1515.43,1591.52,69662.26,11968.86,10803.56,4407.88,27180.3,96842.56
12807,Police Officer,84131.67,8781.17,5991.8,98904.64,15551.98,13697.36,2047.5,31296.84,130201.48
40095,Police Officer,85336.94,8697.73,6623.72,100658.39,15772.37,13890.28,2064.17,31726.82,132385.21
1592,Police Officer,66555.31,376.66,2065.48,68997.45,11968.86,10803.56,4396.67,27169.09,96166.54
33913,Police Officer,44645.3,0,0,44645.3,7935.28,7202.37,3465.19,18602.84,63248.14
32737,Police Officer,118780.93,19474.56,12307.11,150562.6,20886.1,13890.29,2567.73,37344.12,187906.72
40073,Police Officer,30596.1,0,0,30596.1,5441.53,4938.77,2360.33,12740.63,43336.73
30785,Police Officer,85336.96,7016.05,5209.77,97562.78,15766.63,13890.28,2009.99,31666.9,129229.68
25898,Police Officer,84937.83,6852.39,10613.02,102403.24,15752.53,13825.98,1712.5,31291.01,133694.25
46555,Police Officer,60295.31,59.87,608.67,60963.85,10803.28,9774.65,4303.14,24881.07,85844.92
30774,Police Officer,15800,3147.67,1675.3,20622.97,2963.84,2057.82,346.23,5367.89,25990.86
31640,Police Officer,17428.03,7345.64,4016,28789.67,3098.32,2057.82,491.74,5647.88,34437.55
27438,Police Officer,85329.08,9720.04,8049.46,103098.58,15826.08,13890.29,1725.97,31442.34,134540.92
21286,Police Officer,86496.92,14975.32,9756.68,111228.92,16090.27,13890.29,1797.68,31778.24,143007.16
47715,Police Officer,11175.5,0,0,11175.5,1983.68,1800.59,861.21,4645.48,15820.98
12275,Police Officer,15800,3644.5,3144.21,22588.71,2963.84,2057.82,379.36,5401.02,27989.73
41046,Police Officer,86609.09,9640.19,8644.76,104894.04,16112.23,13890.28,1758.71,31761.22,136655.26
7269,Police Officer,97610.49,7794.45,7644.66,113049.6,17908.33,12578.42,2494.72,32981.47,146031.07
33461,Police Officer,60295.31,526.35,189.58,61011.24,10803.28,9774.65,4277.53,24855.46,85866.7
37330,Police Officer,94466,4598.7,7973.3,107038,16601.49,11041.56,1821.44,29464.49,136502.49
55732,Police Officer,15650,0,0,15650,2837.35,2572.28,1208.28,6617.91,22267.91
9824,Police Officer,96560.98,24807.39,6272.77,127641.14,17023.7,11318.01,2144.31,30486.02,158127.16
16566,Police Officer,66555.31,1450.58,723.41,68729.3,11968.86,10803.56,4335.77,27108.19,95837.49
10226,Police Officer,26142.03,6322.75,2667.28,35132.06,4647.48,3086.73,602.19,8336.4,43468.46
14465,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,857.47,4641.72,15817.22
18065,Police Officer,85509.05,10031.37,7667.66,103208.08,15899.95,13890.29,1730.3,31520.54,134728.62
6314,Police Officer,110777.05,9464.63,6896.37,127138.05,20563.8,13890.29,2082.83,36536.92,163674.97
54014,Police Officer,44645.3,0,0,44645.3,7935.28,7202.37,3465.19,18602.84,63248.14
34738,Police Officer,91076.57,51418.78,8936.12,151431.47,16933.49,13890.28,2533.79,33357.56,184789.03
31393,Police Officer,24210.1,0,0,24210.1,4308.01,3909.86,1864.89,10082.76,34292.86
30356,Police Officer,60295.31,374.18,683.5,61352.99,10803.28,9774.65,4243.09,24821.02,86174.01
9515,Police Officer,85336.92,4147.26,3760.82,93245,15564.65,13890.29,3829.68,33284.62,126529.62
16225,Police Officer,15650,0,0,15650,2837.35,2572.28,1198.48,6608.11,22258.11
15611,Police Officer,81468.47,10943,6555.25,98966.72,15166.49,12861.38,1596.73,29624.6,128591.32
25745,Police Officer,66555.33,77.34,623.64,67256.31,11968.88,10803.56,4377.63,27150.07,94406.38
40555,Police Officer,86736.97,13989.61,10615.83,111342.41,16134.04,13890.28,1867.4,31891.72,143234.13
12834,Police Officer,88037.04,13333.78,8553.17,109923.99,16424.99,13890.29,1828.43,32143.71,142067.7
3511,Police Officer,118779.8,15751.76,4026.01,138557.57,20886.12,13890.29,2303,37079.41,175636.98
5200,Police Officer,107498.98,43391.32,7856.96,158747.26,19961.49,13890.28,2609.9,36461.67,195208.93
36377,Police Officer,66555.33,4109.74,2165.26,72830.33,11968.88,10803.56,4272.6,27045.04,99875.37
45598,Police Officer,110811.44,18330.72,17198.18,146340.34,20568.18,13890.29,2457.33,36915.8,183256.14
36432,Police Officer,87109.02,5518.46,6818.59,99446.07,16202.36,13761.68,1616.06,31580.1,131026.17
47994,Police Officer,118780.91,9954.81,5927.7,134663.42,20886.1,13890.29,1695.08,36471.47,171134.89
12863,Police Officer,96550.1,14861.38,4567.21,115978.69,17023.96,11318,1905.88,30247.84,146226.53
56286,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,862.59,4646.84,15822.34
28002,Police Officer,85336.94,12160.91,6867.36,104365.21,15826,13890.28,1749.79,31466.07,135831.28
45240,Police Officer,31877.6,0,0,31877.6,5728.47,5196,2458.2,13382.67,45260.27
50488,Police Officer,60295.31,619.89,710.95,61626.15,10803.28,9774.65,4269.1,24847.03,86473.18
38465,Police Officer,75945.3,165.81,850.63,76961.74,13717.22,12346.92,4525.84,30589.98,107551.72
50480,Police Officer,85336.96,8573.28,4013.53,97923.77,15772.39,13890.28,2016.08,31678.75,129602.52
3594,Police Officer,15800,3888.3,3181.24,22869.54,2963.84,2057.82,383.76,5405.42,28274.96
16355,Police Officer,90742.63,15928.14,12234.76,118905.53,16872.58,13890.28,1927.07,32689.93,151595.46
14940,Police Officer,117669.98,88976.01,32571.98,239217.97,20692.98,13761.67,4012.77,38467.42,277685.39
25693,Police Officer,65343.46,2518.22,3337.09,71198.77,12202.21,10289.11,1155.53,23646.85,94845.62
38548,Police Officer,7825,0,0,7825,1418.67,1286.14,607.34,3312.15,11137.15
6809,Police Officer,85329.08,23970.95,4407.51,113707.54,15772.43,13890.29,2278.78,31941.5,145649.04
12299,Police Officer,118780.96,20292.37,9436.09,148509.42,20886.1,13890.29,2532.62,37309.01,185818.43
18586,Police Officer,85329.04,7926.89,5035.93,98291.86,15689.32,13890.3,2782.58,32362.2,130654.06
28198,Police Officer,85329.04,4454.07,3595.73,93378.84,15564.7,13890.29,3831.94,33286.93,126665.77
31219,Police Officer,4695,0,0,4695,851.2,771.68,351.19,1974.07,6669.07
26274,Police Officer,85329.05,3437.15,4292.4,93058.6,15689.33,13890.29,2688.43,32268.05,125326.65
5761,Police Officer,26996.25,366.81,317.9,27680.96,4933.86,4437.17,1597.04,10968.07,38649.03
27724,Police Officer,85476.98,9528.4,5759.78,100765.16,15892.64,13890.28,1686.64,31469.56,132234.72
11246,Police Officer,77354.41,1797.87,3346.76,82499.04,14095.07,12604.15,3643.09,30342.31,112841.35
21747,Police Officer,105994.99,9107.55,10279.59,125382.13,19681.65,13890.29,2065.34,35637.28,161019.41
34902,Police Officer,88115.6,5863.81,5078.91,99058.32,16389.53,13890.28,1604.3,31884.11,130942.43
28133,Police Officer,118778.71,18234.69,858.38,137871.78,20886.15,13890.29,2346.57,37123.01,174994.79
42820,Police Officer,84937.84,5947.78,4814.04,95699.66,15763.6,13825.98,1981.58,31571.16,127270.82
16674,Police Officer,96550.09,15679.73,6378.56,118608.38,17023.96,11318.02,2015.52,30357.5,148965.88
49359,Police Officer,35070.6,0,0,35070.6,6295.23,5710.45,2704.44,14710.12,49780.72
4264,Police Officer,84977.76,6343.35,8883.75,100204.86,15800.99,13832.42,1710.26,31343.67,131548.53
16545,Police Officer,11878.45,0,0,11878.45,2108.43,2019.24,917.15,5044.82,16923.27
3971,Police Officer,85329.05,9627.67,3911.75,98868.47,15541.71,13890.29,3959.95,33391.95,132260.42
26208,Police Officer,73007.36,29200.31,8140.87,110348.54,13611.27,11318.01,1852.39,26781.67,137130.21
32097,Police Officer,118780.97,2098.82,12522.55,133402.34,20886.1,13890.29,2231.55,37007.94,170410.28
4672,Police Officer,54035.3,0,0,54035.3,9637.69,8745.74,4161.54,22544.97,76580.27
15362,Police Officer,106041.93,33363.25,7015.99,146421.17,19690.39,13890.3,2400.81,35981.5,182402.67
14304,Police Officer,75945.34,3461.73,3095.74,82502.81,13717.26,12346.92,4619.24,30683.42,113186.23
10782,Police Officer,44645.3,0,0,44645.3,7935.28,7202.37,3444.38,18582.03,63227.33
27890,Police Officer,118780.97,18121.08,10544.53,147446.58,20886.1,13890.29,2475.98,37252.37,184698.95
39358,Police Officer,30096.02,4116.17,3029.74,37241.93,5647.84,4115.64,624.27,10387.75,47629.68
24672,Police Officer,85329.03,5787.63,2831.88,93948.54,15760.89,13890.3,1921.77,31572.96,125521.5
4060,Police Officer,118617.58,5240.92,21119.01,144977.51,20857.05,13871,2425,37153.05,182130.56
1391,Police Officer,49016.51,544.56,3078.56,52639.63,8920.45,8038.36,3142.01,20100.82,72740.45
54534,Police Officer,43428.75,3367.21,1865.69,48661.65,7991.93,7138.07,1936.31,17066.31,65727.96
16052,Police Officer,15800,2842.15,3068.61,21710.76,2963.84,2057.82,364.24,5385.9,27096.66
16171,Police Officer,15800,2194.11,536.59,18530.7,2963.84,2057.82,303.43,5325.09,23855.79
54123,Police Officer,98126.06,28396.91,6928.2,133451.17,18240.36,12346.93,2086.68,32673.97,166125.14
11548,Police Officer,85336.96,10632.71,6201.97,102171.64,15772.38,13890.29,2092.03,31754.7,133926.34
11781,Police Officer,60295.31,995.32,848.14,62138.77,10803.28,9774.65,4256.35,24834.28,86973.05
554,Police Officer,34427.7,0,0,34427.7,6121.65,5556.12,2656.14,14333.91,48761.61
8015,Police Officer,85329.05,11296.66,4458.31,101084.02,15689.33,13890.29,2828.04,32407.66,133491.68
43556,Police Officer,75945.3,2031.81,1135.54,79112.65,13717.22,12346.92,4419.15,30483.29,109595.94
54769,Police Officer,84937.86,7356.6,7137.83,99432.29,16535.07,13825.98,1664.18,32025.23,131457.52
52852,Police Officer,85336.91,5230.83,2866.4,93434.14,15564.64,13890.29,3832.87,33287.8,126721.94
7794,Police Officer,86649.09,3634.86,5192.91,95476.86,16119.52,13890.28,1597.5,31607.3,127084.16
30012,Police Officer,44326,0,0,44326,7878.6,7150.93,3421.96,18451.49,62777.49
47827,Police Officer,86676.99,12973.03,8686.69,108336.71,16123.1,13890.28,1807.73,31821.11,140157.82
42210,Police Officer,118780.97,13287.31,16745.73,148814.01,20886.1,13890.29,2488.9,37265.29,186079.3
29720,Police Officer,85329.07,4386.97,5993.51,95709.55,15689.35,13890.29,2737.45,32317.09,128026.64
27121,Police Officer,15800,3937.65,1829.6,21567.25,2963.84,2057.82,362.15,5383.81,26951.06
46468,Police Officer,60295.31,1299.66,708.44,62303.41,10803.28,9774.65,4271.25,24849.18,87152.59
42802,Police Officer,85329.07,6882.17,3627.94,95839.18,15826.07,13890.29,1606.09,31322.45,127161.63
27059,Police Officer,66555.31,4768.3,895.54,72219.15,11968.86,10803.56,4458.19,27230.61,99449.76
44997,Police Officer,15800,7980.24,687.8,24468.04,2963.84,2057.82,410.71,5432.37,29900.41
44113,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,861.31,4645.56,15821.06
47494,Police Officer,85336.91,11485.02,6404.44,103226.37,15825.97,13890.29,1731.68,31447.94,134674.31
14381,Police Officer,85516.95,9346.86,9279.77,104143.58,15899.89,13890.28,1746.4,31536.57,135680.15
4945,Police Officer,85336.91,1766.7,1424.34,88527.95,15564.64,13890.29,3750.17,33205.1,121733.05
30018,Police Officer,6260,41.57,2068.74,8370.31,1164.98,1028.91,137.01,2330.9,10701.21
48104,Police Officer,85336.94,4104.89,3619.58,93061.41,15541.67,13890.29,3826.58,33258.54,126319.95
47120,Police Officer,60295.31,1349.54,678.51,62323.36,10803.28,9774.65,4325.44,24903.37,87226.73
22597,Police Officer,44645.3,0,0,44645.3,7935.28,7202.37,3444.38,18582.03,63227.33
42853,Police Officer,118778.71,9603.2,5594.18,133976.09,20886.15,13890.3,801.38,35577.83,169553.92
52080,Police Officer,25040,580.76,234.75,25855.51,4569.8,4115.64,1493.17,10178.61,36034.12
26642,Police Officer,85329.05,3062.33,4853.32,93244.7,15564.71,13890.29,3829.68,33284.68,126529.38
18673,Police Officer,60295.31,1091.37,99.78,61486.46,10803.28,9774.65,4016.37,24594.3,86080.76
24566,Police Officer,60295.3,0,279.39,60574.69,10803.27,9774.65,4263.22,24841.14,85415.83
40919,Police Officer,54035.3,0,0,54035.3,9637.69,8745.74,4161.54,22544.97,76580.27
23456,Police Officer,17428.03,8722.52,2920.73,29071.28,3098.32,2057.82,491.1,5647.24,34718.52
34558,Police Officer,96558.7,32890.54,28323.43,157772.67,17023.75,11318.02,2611.65,30953.42,188726.09
21634,Police Officer,88115.55,9004.83,6002.11,103122.49,16389.53,13890.28,1726.38,32006.19,135128.68
42445,Police Officer,90707.48,5699.16,9816.92,106223.56,16863.91,13825.97,1778.66,32468.54,138692.1
7676,Police Officer,30096.01,8954.61,2352.28,41402.9,5647.84,4115.64,695.11,10458.59,51861.49
51335,Police Officer,94082.63,9494.41,4380.44,107957.48,17380.63,13890.28,2220.25,33491.16,141448.64
14965,Police Officer,85336.9,7586.4,4045.5,96968.8,15689.25,13890.29,2758.68,32338.22,129307.02
5205,Police Officer,118780.91,6635.82,15021.43,140438.16,20886.1,13890.28,2386.58,37162.96,177601.12
1301,Police Officer,30499.04,6583.16,1589.16,38671.36,5422.06,3601.19,650.37,9673.62,48344.98
22485,Police Officer,62774.19,547.55,1953.21,65274.95,11316.15,10224.8,4145.13,25686.08,90961.03
41423,Police Officer,124207.13,35673.3,6666.4,166546.83,21833.51,13890.28,2747.1,38470.89,205017.72
48233,Police Officer,939,0,0,939,174.75,154.33,15.82,344.9,1283.9
23638,Police Officer,118778.7,0,0,118778.7,20737.33,13890.29,2017.42,36645.04,155423.74
34834,Police Officer,85336.94,16982.29,6412.66,108731.89,15826,13890.29,1820.93,31537.22,140269.11
33287,Police Officer,1956.26,0,1027.03,2983.29,364.06,321.53,47.59,733.18,3716.47
46462,Police Officer,61008.98,2328.28,4531.38,67868.64,10843.86,7202.37,1127.43,19173.66,87042.3
23275,Police Officer,105182.87,5364.95,12115.34,122663.16,19529.41,13825.98,2058.23,35413.62,158076.78
44424,Police Officer,85549.1,3588.73,4960.61,94098.44,15907.27,13890.29,1576.75,31374.31,125472.75
31064,Police Officer,85336.92,10435.73,3138.73,98911.38,15825.98,13890.29,1667.25,31383.52,130294.9
3455,Police Officer,69559.33,1354.47,4136.14,75049.94,12553.09,11318.01,4832.68,28703.78,103753.72
15405,Police Officer,85329.05,7932.82,3844.52,97106.39,15689.33,13890.29,2760.99,32340.61,129447
52626,Police Officer,85329.04,1715.6,4776,91820.64,15564.7,13890.29,3830.11,33285.1,125105.74
23330,Police Officer,85336.92,7057.68,2912.04,95306.64,15564.65,13890.29,3864.44,33319.38,128626.02
40894,Police Officer,75945.31,3007.09,2210.17,81162.57,13717.23,12346.92,4589.14,30653.29,111815.86
5292,Police Officer,32003.6,0,0,32003.6,5727.05,5196,2483.99,13407.04,45410.64
28667,Police Officer,85529.04,8983.41,5861.69,100374.14,15758.41,13890.29,1680.05,31328.75,131702.89
37208,Police Officer,60295.31,1473.02,690.99,62459.32,10803.28,9774.65,4327.73,24905.66,87364.98
51697,Police Officer,86277.86,21212.76,7914.08,115404.7,16049.62,13825.98,1935.88,31811.48,147216.18
15667,Police Officer,85336.93,10915.08,6350.13,102602.14,15825.99,13890.3,1720.08,31436.37,134038.51
25924,Police Officer,118279.88,15258.5,10838.44,144376.82,20799.22,13832.41,1950.75,36582.38,180959.2
30149,Police Officer,118770.07,11945.68,11240.08,141955.83,20886.36,13890.29,2426.65,37203.3,179159.13
38233,Police Officer,66555.32,1391.94,1806.04,69753.3,11968.87,10803.56,4409.41,27181.84,96935.14
55330,Police Officer,939,0,0,939,170.24,0,74.38,244.62,1183.62
3861,Police Officer,124266.99,7948.62,7685.34,139900.95,21846.16,13890.3,2291.6,38028.06,177929.01
20594,Police Officer,44326,0,0,44326,7878.6,7150.93,3419.59,18449.12,62775.12
10685,Police Officer,15800,4594.99,2051.81,22446.8,2963.84,2057.82,374.92,5396.58,27843.38
7808,Police Officer,85329.04,6492.32,5026.74,96848.1,15564.7,13890.29,3884.07,33339.06,130187.16
56962,Police Officer,14711,0,0,14711,2667.11,2417.94,1135.41,6220.46,20931.46
17746,Police Officer,84937.86,5462.62,4631.48,95031.96,15752.54,13825.99,1590.01,31168.54,126200.5
24285,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,861.31,4645.56,15821.06
43840,Police Officer,68761.06,607.36,6213.88,75582.3,12407.55,11189.4,4489.59,28086.54,103668.84
32815,Police Officer,118770,23750.61,12301.14,154821.75,20886.36,13890.3,2582.54,37359.2,192180.95
18795,Police Officer,81699.57,10410.53,8333.16,100443.26,15208.59,13118.6,1681.66,30008.85,130452.11
36132,Police Officer,118779.81,41831.04,7007.08,167617.93,20886.12,13890.29,2885.12,37661.53,205279.46
32348,Police Officer,60295.31,182.1,608.67,61086.08,10803.28,9774.65,4271.84,24849.77,85935.85
11670,Police Officer,79517.15,35262.24,9675.48,124454.87,14808.76,12346.93,2124.45,29280.14,153735.01
41139,Police Officer,66555.31,2931.08,1806.05,71292.44,11968.86,10803.56,4439.49,27211.91,98504.35
37320,Police Officer,75945.32,1516.61,1678.83,79140.76,13717.24,12346.92,4427.68,30491.84,109632.6
34884,Police Officer,95128.64,2726.52,2830.49,100685.65,16771.26,11150.17,1720.57,29642,130327.65
31835,Police Officer,85329.07,3893.74,5725.8,94948.61,15689.35,13890.29,2699.1,32278.74,127227.35
45921,Police Officer,15729.5,4995.8,2378.83,23104.13,2950.72,2057.82,386.99,5395.53,28499.66
13293,Police Officer,84929.93,6928.83,6560.73,98419.49,15698.94,13825.99,2024.43,31549.36,129968.85
51755,Police Officer,66555.31,2894.91,2035.55,71485.77,11968.86,10803.56,4445.83,27218.25,98704.02
